风韵犹存的阿姨.[色][挖鼻]5523 http://t.cn/A6RUSyYS,负面
说的很有道理哟，，，,正面
生活就是要充满烟火气,正面
嗯，不错，赞一个,正面
这博文相当的给力!!!,负面
感觉很不错，一定会支持到底的。,正面
驾驭命运的舵是奋斗。不抱有幻想,正面
千磨万击还坚劲，任尔东西南北风！！！,负面
而与你有关的日子，才是未来。,正面
笑看得失才会海阔天空,正面
最值得被等待的是将来的自己～,正面
只要你想赢，就没人能让你输。,正面
把握当下，珍惜每一个瞬间，让每一刻都充满正能量！！,正面
好可爱的两小汁[打call][打call],正面
杰伦老师早点睡,正面
风韵犹存的阿姨.[色]61 http://t.cn/A6RLFuXA,负面
可可爱爱的[心],正面
[努力][努力][努力],正面
小凯真是一直没有变化,正面
可以哈,正面
太可爱了,正面
哎呦[心],负面
婵宝好可爱[打call],正面
骑行姐姐,正面
媛么,中性
求一个app、大佬们、、、,负面
好贵的样子,正面
这个衣服就很炸裂,正面
这衣服太酷辣,正面
这一身 很有魅力[打call],正面
电到了,中性
不错这身衣服真炸裂。,正面
我最喜欢骑行了啊,正面
就很特别,正面
冲冲~鸭彼赛！最近活冻多，上?！[努力][努力][心],负面
见者好运[哇],负面
7楼[污],负面
想吃小柔元气满满的脚子[挤眼][挤眼][挤眼],正面
现场直播羞羞[色],负面
He is very[心] clever,正面
最后一个动作跳下来又是一个开始，加油啊，我们下个赛场见[全力以赴],正面
下一场比赛又是一个新的开始[打call][打call][打call],正面
妹宝你不要给自己太大压力，相信自己！你真的很棒！健健康康的，大踏步迈向巴黎吧[努力][努力][努力]，你是最棒的全红婵！,正面
妹妹继续加油！巴黎奥运见！永远爱你！,正面
一站有一站的风景 世界杯的全部比赛到此结束 下一站就是巴黎 好好备战 保护好自己 我们巴黎见,正面
恭喜宝宝，希望巴黎好好发挥，技战术也很重要。多看些心理辅导书，巴黎是大赛场。,正面
最相信我的宝贝 我们巴黎见 这次也辛苦啦[心],正面
恭喜宝宝顺利完赛，已经很棒啦！巴黎前一切都是经验，好好总结继续加油，我们下个赛场见，巴黎见[给你小心心],正面
婵宝无论发生什么事，要相信自己，超越自己！不要怕所有的事与愿违，一切自有安排，未来在脚下。[心],正面
宝宝好好备战继续加油[打call],正面
宝宝你好棒[亲亲][亲亲]特别厉害的全红婵，咱们先好好休息总结，继续加油，勇敢向巴黎吧，好多人一直爱你支持你哦[亲亲],正面
好棒[打call][打call][打call],正面
特别厉害,负面
小红真棒呀，冠军是一种希望，亚军是一种经历，都是好的，我们接下来拼奥运会，我们一直支持你,正面
宝宝特别棒[送花花][送花花],正面
继续加油哦[兔子][兔子][兔子],正面
全红婵辛苦啦！这么密集的比赛终于短暂的告一段落，非常棒！巴黎加油一切顺利！！！[心],正面
小红你很棒！！期待巴黎奥运会的你啦！加油[送花花],正面
妹妹继续加油继续努力[抱一抱] 下场比赛见[爱你],正面
恭喜宝宝顺利健康完赛，辛苦了连续三个月比赛，最后一个动作下来又是一个新的开始，加油！好好调整，咱们巴黎见[愛你],正面
以前最爱看这节目,正面
以前的看点可多了[允悲][允悲],正面
我以前还参加过呢，就是被淘汰了[允悲],正面
导演是懂观众滴,正面
以前中午就喜欢看这节目,负面
风韵犹存的阿姨.[色][挖鼻]12 http://t.cn/A6RUtMj7,负面
我想要..哥哥[吃瓜]85 http://t.cn/A6RUbTyc,正面
我妹妹好看嘛..[赞]81 http://t.cn/A6RyFEeQ,正面
不是节目懂观众，是参赛者懂观众,正面
致敬英雄！,正面
致敬。,正面
雷总真好啊，到哪儿都给我们报备[doge],正面
雷总爬的什么山[喵喵],正面
雷总，澎湃系统很卡能不能解决一下,正面
没有大太阳！很适合运动！,正面
雷总，小米会出suv 吗？[鲜花],正面
雷总真是精力旺盛啊[good],正面
你倒是去爬山了，我的手机问题还没解决。我的小米14PRO，指纹别人能解开，怎么解释。还是只能一个人解开，其他人解不开。删了从录方法都试过。系统也是最新的。接受自己的缺点、问题，就这么难吗？打客服来回推脱。有意思吗？作为用户以为我希望出现这种问题吗？,负面
雷总我购买的su7出现了运损，一直在打厂家电话和交付中心，希望能够更换无损车辆，或者作出合理补偿，但均被拒绝，给出的补偿方案太低我无法接受，我又已经全款交付了，现在不知道该怎么办，求解决[泪],负面
注意休息啊，多喝喝水,负面
雷总上山带了两手机吗？,正面
呼吸一下新鲜空气[心],正面
雷总周末愉快[心]玩得开心呐,正面
拍照卡啊[泪][泪]雷哥，手机真要优化了，小米13一年多卡成什么啦[泪],正面
雷总，接触大自然，心旷神怡！心胸都开阔了[心][心][心],正面
天气不错，看日出 http://t.cn/A681WIPa,正面
比广州凉快,正面
军儿， 1.无法通过手机浏览器下载小米商城app，显示页面丢失。 2.手机到电脑之间传输文件会出现未传输完毕，但是显示传输完毕，并卡死。3.电脑备份的手机套件停止维护。 4.我的红米note 10，和K40过保两个月就cpu虚焊。 5.啥时候出支持tf卡的中端和高端手机，为什么要支持tf卡？见4。,负面
仙桃热的要命[揣手],负面
总啊，昨天爬一天山累死我了，你上山可以快点，下山的时候可得慢慢的来[给你小心心],正面
让我瞅瞅 http://t.cn/A681HI8B,负面
可爱的小仙女[爱你],正面
我妹妹好看嘛..[赞]43 http://t.cn/A6RykajW,正面
想不想和我深入交流啊 http://t.cn/A6RAeJg5,正面
你闯进我[心]的镜头，我按下[心]了永远102,正面
我妹妹好看嘛..[赞]4 http://t.cn/A6RU6LSv,正面
@亦忧亦绿,正面
[并不简单],负面
刚才刷到的，拿走不谢，好多花蝴蝶[笑cry]满了的话就不怪我了 回来叫声义父，哈哈哈[doge][doge] http://t.cn/A6RAkt0a,正面
吃瓜[礼物]→@小乖的幸运笔记  [舔屏],正面
我是你粉丝，先给我吃（在玩抽象互喷）,负面
周杰伦真的好喜欢西瓜[允悲],正面
求教程[泪],正面
周杰伦不错吗吃西瓜,负面
梦中情瓜,正面
我也想吃[哈哈],正面
看得出来你好喜欢吃西瓜[doge],负面
@1有你在就幸福 我喜欢这个瓜,正面
哥，你这西瓜买的不错啊,负面
在炎热的夏天里，有一种食物，让人吃了神清气爽；有一种食物，让人吃了眼前一亮；有一种食物，让人吃了炎热之情荡然无存。[鲜花][心]谢谢杰伦和家人,正面
西瓜的外表是绿黑相间的，绿中有黑，黑中有绿。这两种在西瓜上的颜色就像是一对好朋友，无论走到哪里都形影不离。它的瓤酸酸甜甜，非常好吃。[心][鲜花],正面
我以为你会在那边看完接力[允悲],正面
人间皆是浪漫,正面
好美啊[送花花],正面
[舉手],中性
拿,正面
@1-1泡沫,负面
建议弄个印章[允悲][允悲],正面
全妹是左手写字吗[哈哈],正面
影响了婵宝休息，签一个字八十元，作为加班费。,负面
明星的烦恼[嘻嘻],正面
离谱[哈哈][哈哈][哈哈],负面
哎……[摊手][摊手][摊手],负面
好忙,正面
超可爱呢,正面
真的好喜欢你啊[打call],正面
好漂亮[哇],正面
oh my sun[可怜][可怜][可怜],负面
风格百变，超适合你哒[挤眼],负面
[舔屏][舔屏],负面
甜妹[喵喵],负面
这简直我女神[苦涩],正面
我喜欢你,正面
完了吧，被比下去了吧[doge],正面
都很帅呢,正面
年轻的老小子[doge],正面
又潇洒啦[doge]老雷,正面
这是谁家的小孩are right？[可怜][可怜][可怜] http://t.cn/A6RzwmhS,负面
这个很爽，不知道下一秒是啥地形,正面
雷总，注意防晒啊，可别水灵灵的把你晒黑了,正面
萌物一枚[亲亲][亲亲][亲亲]老婆贴贴,正面
哈哈哈雷总怎么站那拍照！,正面
雷总，小米冰箱买了半年冰箱不制冷，售后检测不出问题换货，结果换来个减配版，冷藏室缺个灯，冷冻室索性没有灯了，小米的产品为什么总是喜欢在后续批次出现减配现象，售后回复无法解决，家里买的所有电器都是小米的，这实在让米粉很是伤心！如何再相信小米！ http://t.cn/A6Rw4H9z,负面
这地方我去过！车我坐过！ http://t.cn/A6RzLHiL,正面
[泪]雷总，我小米商城买的红米显示器gpro27，黑屏了，怎么办,正面
雷总，我换了三次了寄过来就是充不进电的一直换货换货换了也用不了 http://t.cn/A6RzwgbT,负面
雷总又拍照了?,正面
泰酷辣雷总,正面
雷总开这个车是什么感觉,正面
小米civi4pro刚买三个月就出现打电话对面听不到我声音，送售后检测说硬件检测没问题不能维修，有没有人管？,负面
帅总悠着点啊[给你小心心]看着都好酷?玩得开心[比耶],正面
雷总，这是今早看到的，特地来分享给您[允悲] http://t.cn/A6RZVRXy,正面
雷厂长真的有五颜六色的防晒衣[馋嘴],正面
胸口戴着麦呢，哈哈期待雷总的视频[跪了],正面
好帅[赢牛奶],正面
有时候“放下助人情节，尊重他人命运”并不是一句冷血的话,正面
车主是真倒霉,负面
天哪女生被撞飞之后飞出去的白色东西是什么。。。肉块吗。。。[泪],正面
车主真倒霉,负面
只要哥哥不喊停，阳台沙发哪都行[融化][桃里桃气][赢牛奶] http://t.cn/A6RUSSdI,正面
老弓不在家，爸爸哎我吗 http://t.cn/A6RUShao,正面
为啥不没撞到男的,负面
作死还连累别人,负面
@-赏你一口毒奶-,正面
不作不死,负面
这种扰序的不足惜[doge],正面
刘若琳现在这个样子就很好了。,正面
那个啥 强琳都有了 伟琪还远吗[笑而不语],正面
活着为了老婆??死了为了老婆??为老婆奋斗✊❣️为老婆痴狂??为老婆流泪??为老婆着迷?✨为老婆感动??爱老婆一辈子??,正面
厉害了我的国[心]永远爱国[心],正面
妈妈身体好好，哈哈哈，说抱起就抱起,正面
妈妈力气也好大呀，直接抱起举高高[赞],正面
祖传的身体素质[赞],正面
这为妈妈好厉害[笑cry],正面
高兴归高兴[允悲][允悲]别把妈妈腰闪了,正面
无论多大！妈妈都抱得动！[哈哈],正面
好感动！！！在妈妈面前可以永远当个宝宝[哆啦A梦微笑],正面
无论多大了在妈妈面前都是孩子,正面
不愧是冠军的妈妈，力气真大，一百多斤的孩子+背包+手提袋估计都快200斤了 直接就抱起来了,负面
其中的辛苦只有他们能够体会[抱抱][抱抱],正面
啊哈哈哈妈妈一下子就抱住吴愉[爱你][爱你][爱你]这力量感，遗传的[good][good]母女俩关系肯定特好，奥运周期见面很少，回家好好休息[打call][打call][打call],正面
女儿举杠铃拿冠军，妈妈举女儿一直是冠军,正面
太棒了，祝贺[鼓掌][鼓掌][鼓掌],正面
妈妈也是大力士[允悲],正面
无论多大，都是妈妈的好宝宝,正面
看样子大力士是遗传了妈妈的好基因,正面
多少血汗和泪在这一刻释放,正面
[泪][泪]泪目,正面
看到了冠军优良的基因，妈妈的力量惊人[笑cry][笑cry][笑cry],正面
妈妈的爱在这一瞬间的提现[挤眼]，大力士！,正面
都期待[干饭人],负面
古董会放在那么危险的地方吗？,正面
赶快围起来再标一个名字不又是个艺术品吗 反正我去了肯定会停下来看一眼的[doge],负面
风韵犹存的阿姨.[色][挖鼻]05 http://t.cn/A6RUtv9J,负面
啊？它就那么放在那儿[疑问],负面
不管东西值不值钱，这人行为太不负责了啊啊啊啊[草泥马],负面
有这样摆放展品的？太不专业。底座本身就太不稳。,负面
让金凡好好把系统搞搞，又卡又掉帧！把风格预设自定义，视频轮盘变焦，ev，环境曝光优先下放给13ultra，别当个宝一样，别让旗舰变弃舰！,负面
Xiaomi watch s4,负面
雷总小米真的要做NAS了吗？,正面
雷总？su7哨兵模式被撞不起作用的事情能不能赶紧调查解决？？[怒][怒][怒][怒][怒] http://t.cn/A6QB0tAm,负面
职业F1赛车手都刹不住！小米SU7测试中冲出赛道！马青骅：很难想象如果在山路连续下坡，是会有很大的安全隐患,正面
雷厂长，小米15有粉玻璃嘛?[馋嘴],正面
期待雷⺁长的年度演讲哦。,正面
早安[心][心][心]，老板好卖力啊[666][666][666][心][心][心],正面
系统最近有点拉跨，掉帧啊，尤其是看小说的时候，页面居然卡的拉不动,负面
早[羞嗒嗒]！！！[酷],负面
雷总。你觉得我这个K70至尊版好看还是你们的好看？ http://t.cn/A6QB3zgm,正面
雷布斯，你别光关心新手机，我这红米K70E系统多久没有更新了，管管吧。[可怜][可怜],负面
澎湃都真的烂，并不是因为木羽说的那些，而是发热，卡顿，掉电快，快充消失，另外充电的时候热到我怕手机炸了，这已经严重影响到用户最基础的使用。所以澎湃是真的烂，希望尽快整改。,负面
雷总，发热控制的咋样,正面
小米13更新完澎湃OS1.0.8.0后卡成砖了，是不是开始造车就不管手机了,负面
小米14侧边按键有些松动，体验感特别不好。蹭一下会有塑料碰撞的声音，希望新机出现可以改变这个按键问题[泪],负面
今年还有雷军年度演讲吗？我好喜欢这个演讲，每年都追，每次认真看完雷总的演讲后，感觉缓解了不少压力[允悲],正面
跑分第一吗,正面
雷总，上午好[打call] http://t.cn/A6QBdeyt,正面
好期待啊！[作揖],正面
接财运[哇],负面
[绿植托脸][绿植乖巧][绿植乖巧][掌宝卖萌] http://t.cn/A6RUoI25,正面
[伤心][伤心][男孩儿][女孩儿][握手] http://t.cn/A6RUoVaV,正面
[心][心][伤心][伤心][男孩儿][男孩儿] http://t.cn/A6RUocIj,正面
接财运[送花花],正面
接暴富[哈哈],负面
接财运?????????,负面
接,负面
接合法巨款,负面
接接接巨款到账,负面
接财运，求保佑今天我彩票中一等奖???,负面
接接接?,负面
接财运,负面
中国风景真美,正面
好酷,正面
可以游玩啦[吹风车],正面
大妹子,正面
公众号hosts lite 回来谢我,正面
想要个bt点的姐姐[泪],正面
还得是微博[打call][打call][打call][打call],正面
保佑我和我们全家人身体都健健康康平平安安无病无灾???,正面
家人平安喜乐安康,正面
?????????????,中性
妈妈身体健康?,正面
愿我家平安顺遂八方来财！,负面
菩萨，保佑我工作越来越顺利，保佑我招到得力助手。保佑我事业顺遂。保佑我本周顺顺利利,正面
全家平安健康幸福???,正面
二姐事业顺利,正面
??????,中性
六级过过过！！！,负面
一切顺利?,正面
女儿能安心上学???,正面
四级顺利通过,正面
[春游家族],正面
我爸妈根本不喝我做的奶茶，他们怕我下毒[泪],正面
偶像的偶像也就是我的偶像我也想喝[爱你][爱你],正面
哈哈[打call],中性
杰伦哥哥，我看你家孩子挺有天赋，要不来我们俱乐部,正面
想吃[苦涩][苦涩],正面
周董幸福了[打call][打call],正面
什么？他都有老婆有孩子了？,正面
[打call][打call][打call][打call],负面
幸福了[打call][打call][打call][打call],正面
[好运连连],负面
好喝不[doge],负面
好喝吗[doge][doge][doge]我也想尝尝,正面
周董又幸福了 [可爱],正面
“刚才孙颖莎跟我说起正定。我在正定当过县委书记，当时有一个乒乓球学校，在留村公社，后来它搬到正定县城，成了国家级的训练场所。”您支持建设的地方，是孙颖莎梦开始的地方，这感觉真好！！！,正面
骄傲,正面
骄傲[心][心],正面
中国强则体育强[赞],正面
黄色[doge],负面
我看到沟了,负面
纤毫毕现！！！,负面
偷不到原图就别发,负面
露色了,负面
很好看,正面
软件硬化工程[太开心]全国 http://t.cn/A6RUarru,负面
老弓不在家，爸爸哎我吗 http://t.cn/A6RUofpo,正面
上次和你打牌 你那几把挺厉害的 http://t.cn/A6RUovMm,正面
人妻[鼓掌][太开心][铜牌] http://t.cn/A6RUSaUP,正面
老弓不在家，爸爸哎我吗 http://t.cn/A6RUSAgh,正面
@对不起我是西格玛男人,正面
好看好看,正面
怎么还给屁股来个特写,负面
蕾大无穷 http://t.cn/A6RUS160,负面
[伤心][伤心][男孩儿][男孩儿][女孩儿] http://t.cn/A6RUSa8x,正面
还得你好看。,正面
谢谢晨哥来支持！我们下次见！,正面
原来刚才那段视频是在研究怎么拍转场哇，哈哈哈哈真源一定会加油的，晨哥玩的开心啊,正面
晨哥你太好了 我和真源要和你一起奔跑到退休[心][心][心][心][心],正面
感谢晨哥来看真源，嗨起来?,正面
哈哈哈哈哈晨哥好会[赞],正面
谢谢晨哥又来看真源的演唱会啦[兔子][兔子]玩的开心呀[送花花][送花花][送花花],正面
谢谢晨哥[哈哈],正面
晨哥俺想看你和张真源一起唱春泥?,正面
晨哥又来看真源演唱会啦，晨哥玩的开心[打call],正面
免费的 广 告 位 不发白不发[吹风车]，期待晨哥的新剧新电影，期待晨哥的新角色新作品，演员李晨加油！[老师爱你][老师爱你][老师爱你] 期待早日定档上映和播出～[打call][全力以赴][努力] http://t.cn/A6RhYpId,正面
哇塞 跑男团全世界最好 晨哥看得开心呀?,正面
晨哥又来看真源儿演唱会啦！哥哥弟弟感情真的很好歪！祝晨哥玩的开心?,正面
哈哈哈哈晨哥又来看真源的演唱会啦，希望晨哥玩的开心?,正面
晨哥去看宋雨琦的演唱会发微博啦～看时代少年团演唱会发微博啦～去张杰演唱会没发微博，请问老朋友会不会吃醋呢？@李晨 哈哈哈哈哈哈哈哈哈哈哈哈 http://t.cn/A6Rh8aKy,正面
8月顺利平安～希望优秀敬业的好演员多多注意身体，保重身体[抱一抱][老师爱你]期待晨哥的电视剧和电影！[全力以赴][打call] http://t.cn/A6RhYeYy,正面
晨哥又看到舞台真源了哈哈哈哈[鼓掌]玩的开心呀,正面
晨哥替我多看两眼真源好嘛[给你小心心],正面
晨哥下场澳门还去吗 带我一个??我也想演唱会全勤,正面
嘿嘿嘿晨哥又来看我们小真源啦[毕业快乐]等什么时候跑男开录两个人好好撕一场[毕业快乐],正面
感谢晨哥来支持真源的演唱会[努力] 玩的开心啊 晨哥[努力],正面
致敬！周爷爷一路走好,正面
致敬[悲伤],正面
致敬，一路走好！,正面
这选手手速是不是太快，就像闪电一样，连瓶子都跟不上你的速度啦！补给的都惊呆了，这速度，简直了！#铁人三项闪电手#,负面
图片评论 http://t.cn/A6RUSNoj,负面
爱喝不喝,负面
我很想知道他的那辆自行车多少钱？看起来很酷,负面
水壶可以改进一下更有利于抓取,正面
为什么不人工降大暴雨，这样大家都能喝上水了,负面
笨,负面
力所能及范围内一定会帮 别骗我感情就行！[虎爪比心],正面
你真的很棒了。我就有点担心，其他人看到这个帮助，千万不要打着其他幌子去消费白冰的爱心和资源啊，把机会留给真正有需要的人。,正面
看到想流泪 ，前阵子同事的爸爸也是被老家医院宣布放弃。最后也是因为人介绍广州医生教授捡回一条命。 当时我同事的崩溃的模样我还历历在目。突然感觉像咱们这种小百姓，在本以为无力回天的生死面前，能被萍水相逢的人拉了他一把，你是救赎了很多人的人生,正面
冰哥 我辽宁抚顺的 也算你半个老乡了 我妈肠癌晚期 治了一年了哎 本来都准备在宁波买房了 哎 老妈自己在北京明天微创抽胸部跟腹部的积水 过几天还得手术 沾沾冰哥喜气 希望老妈治疗顺利[泪],负面
这才是大家值得关注的人[泪][泪][抱抱],正面
怎么说呢？就白冰直播放烟花哄我开心，不带货，不掏空我的钱包[good][good],正面
[心][鼓掌]正能量的白冰，[耶]支持就完了,正面
活该冰哥成功 活该冰哥有钱[给你小心心][给你小心心][给你小心心][给你小心心][给你小心心],负面
在医疗行业做了快20年，医生真不是神医，但的确好的医生是稀缺资源，要培养一个合格的外科医生更需要太长期的时间，而病人的康复除了好的大夫，还需要好的医疗设备和耗材，再加上患者本身自己的康复能力，很多时候医生真的也无能为力,正面
我就知道关注你，是对的,正面
好人一生平安[心][心],正面
白总你真好，能够做你的粉丝真的很荣幸。,正面
冰哥大爱[心]好人一生平安[心],正面
给冰哥点赞?,正面
噢 好的 知道了[干饭人],正面
保护好你自己和家人,正面
作为你的粉丝，我很骄傲冰哥[打call],正面
人帅心善，有福报[心],正面
正能量网红[鲜花][鲜花][彩虹屁][彩虹屁],正面
哇，不愧是我粉的冰哥，我眼光真好，冰哥好善良[心][春游家族][送花花],正面
好看[抱一抱],正面
不敢蹭得太明显，加个tag再秒删[doge],负面
哈哈哈哈哈哈哈哈偷感很重,正面
我们小刺猬接住这泼天的富贵[抓狂][抓狂][抓狂],负面
合照有哈哈哈哈哈,正面
郑执 你现在是真的火了 平时一定要注意自己的言行举止不要让人以为你是一个多坏的人你不知道有多少眼睛盯着你 看着你出错我知道你是个很真性情的孩子 也希望你能保持这份直率 但你更要严格要求自己 谨言慎行起到偶像的表率作用 这样才能走的更远,正面
哇老师你也有[酸],正面
哈哈哈原来名场面编剧老师也在,正面
哈哈哈哈哈哈哈老师您也好可爱！！！！！！！！！[哇][哇][哇],正面
好拘谨哈哈哈哈哈哈哈,正面
合照?[哈哈][哈哈][哈哈],负面
牛！,正面
小红的手，好漂亮好漂亮,正面
略拘谨[笑cry]坐得很正直,正面
小红好乖呀[老师爱你],正面
帅哦[泪][泪][泪]期待森中有林电影！8.23电影院见刺猬！！,正面
哇塞 羡慕了[好喜欢],正面
你的画风怎么那么不一样[允悲],正面
哈哈哈老师好可爱[哈哈],正面
哎呀 好乖巧的老师[送花花],正面
甜美,正面
空档呗,正面
不然呢,正面
怎么舒适怎么来,正面
太绝了,中性
直接贴个乳贴就可以了，夏天太热了，穿个内衣都能把痱子给捂出来,负面
太亮了,负面
哪只眼睛看到没穿？,负面
一直陪着白糖和他的小伙伴[哈哈][哈哈][打call][打call][心],正面
主动才有故事呀[二哈] http://t.cn/A6RUSkK4,正面
不要贪慕虚荣。虚荣是一剂毒药，而且会上瘾,正面
快快乐乐[心],正面
快快乐乐,正面
祝各位考生逢考必过，加油！,正面
祝各位考生逢考必过,正面
逢考必过！,正面
各位考生，考试加油！,正面
加油加油,正面
过过过,正面
祝考生们过过过！,正面
用了没几年就直接报废，你说这样的车环保？？？,负面
好奇的问问废旧电池怎么处理？,正面
电车是新能源汽车，笑话,负面
退出了历史的舞台,正面
怎么也得开个十几年吧！这报废周期太短了,负面
淘汰了,正面
哈,正面
气囊还炸了[允悲],正面
兔弗网汁谁有？推荐一个[泪][泪],正面
什么@璐璐-0409 时候,正面
老板很满意吧？,正面
自信一点，把听说去掉[doge],正面
这么灵活,正面
没骑过这种车，这车是这么骑的吗,负面
这臀部翘到可以顶一瓶汽水了[doge],负面
的确是扭的很,正面
鲍鱼? 老茧了吧[doge],负面
摩擦生热[允悲][允悲][允悲],正面
我都找不到词语来形容了，[泪]爱了。,正面
似曾相识,正面
心动了,正面
亮了,负面
太迷了,正面
校感十足,正面
我嘞个医学奇迹,正面
医学奇迹,正面
整个换衣过程都没有察觉吗,负面
我就静静地看着你装[微笑],正面
如果法院能走进一头熊 那人爆发了小宇宙 不是很合理,正面
在后面搞那么半天[doge][doge][doge]。那个胖子一点感觉都没[doge][doge][doge],负面
推荐，进我置顶粉丝群,正面
雷总求求了，救救su7山东青岛的交付速度吧[泪]我标准版等了130天了，10.1结婚还等着当头车用呢，这边交付速度实在太感人了,正面
期待[打call],正面
蹲[doge],正面
等周四[打call],正面
雷总，轮换着开吧，你开车就没法跟粉丝交流了，粉丝还想听你多聊聊天呢，轻松点才好，瞎聊八卦也很爱[爱你]PS:整帅点[酷]，上次你眉毛画成蜡笔小新了[衰],正面
准备就绪[鲜花],正面
打开打赏功能，就为了叫我声大哥可以吗？？？[泪],正面
雷总也是好起来了，能给吉利王杰克开车了[doge][doge][doge],正面
雷军[泪] 帮我评评理 这人是不是把我拉黑了 我买的小米充电宝 然后买来是四格 后面把电用完了 我就充电 我充了一天了都 还是两格 充电宝的电充不满 然后我和淘宝的小米官网说了 他们也不帮我解决问题 好像还把我拉黑了 我发出去的消息都有感叹号❗[泪][泪][泪][泪][泪][泪][泪][苦涩][苦涩],正面
最近不知道咋了，我的小米手机动不动没网，必须关机重启或者把飞行模式打开关闭好几次才能有网，是不是又跟之前的小米9一样开始断流了，刚过保三个月[怒],负面
好的，小雷，知道了，我会按时看的[doge] http://t.cn/A6R2oVDw,负面
“雷军给我当司机”>“雷军的副驾”[doge],负面
开礼物嘛 送个小心心[喵喵],负面
雷总！红米k40游戏增强版游戏场景肩键异常问题什么时候修复……@雷军,正面
雷总，我需要投诉，红米手机指纹键太鸡肋了，没买多久指纹键就坏了，去小米之家维修指纹键，维修完更坏了，直接开不了机了，重复挑开机页面。望改进,负面
满满期待呀[打call][打call][打call],正面
期待住了[哇][哇][哇]爱看爱看,正面
雷总来长三角啊[送花花],正面
期待[给你小心心],正面
军哥我做的对吗[doge][doge] http://t.cn/A6R20drl,正面
沙虫，有点小贵,负面
上海人穿啥关我们什么事[疑问][挖鼻],负面
美女你好,负面
值得我用心去看完,正面
被标题吸引到啦,正面
一把入库,负面
为什么现在我老是能看到这样的文章,正面
感觉还是挺好的呀,正面
麻烦动动小手给博主点点关注再走呗[心],正面
？不是啊？,负面
@TFBOYS-王俊凯,正面
我也是有幸摸到你手机咯～[允悲][允悲][允悲],正面
[微笑][doge][doge],正面
而且是拿的小凯手机我慕了。[泪],正面
也是有幸摸到了你的手机~,正面
这小汁有点小帅啊,负面
蹲个网，孩子找不到[泪]这谁受得了,正面
[鲜花][鲜花][鲜花][鲜花][鲜花],正面
@[鲜花][鲜花][鲜花],正面
[鲜花][鲜花][鲜花][鲜花][鲜花][鲜花],正面
[鲜花][鲜花],正面
[鲜花][鲜花][鲜花],正面
?,正面
姐姐 你穿这身衣服好美?带着两块大金牌更美了！！！ http://t.cn/A6R2cjBj,正面
恭喜姐姐！！！尊敬的奥运四冠王陈梦女士，我们下个赛场见?,正面
阿姐，那两块金饼饼真好看！和你一样好看！ http://t.cn/A6R2cEvW,正面
恭喜奥运夺金率100%，奥运四冠王，女乒历史奥运卫冕第三人，巴黎女子单打冠军，巴黎女子团体赛冠军陈梦！你是女队现役唯一奥运单打冠军，也是被载入史册的“All-time greats”，陈梦，这是属于你的时代！！！[金牌][金牌] http://t.cn/A6R2cjp8,正面
总结大会是一份珍贵的回忆[抱一抱]我们陪你继续前行[全力以赴],正面
美女冠军你好！亲一口！[亲亲][亲亲][亲亲] http://t.cn/A6R2cTyz,正面
陈梦你好美[舔屏]以及今天是对你拼搏努力的表彰！尽情享受属于你的荣耀吧?,正面
姐姐你超美[女孩儿] http://t.cn/A6R2cjTw,正面
